AGENCY,DATE,DESTINATION,PAX,TYPE,COST,STATUS
MILAN,07/20/2023,PPC - EN,2,SHARED,1000,
MILAN,07/21/2023,PPC - EN,5,SHARED,2500,
MILAN,07/21/2023,PPC - EN,4,SHARED,2000,
MILAN,07/21/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
MILAN,07/21/2023,EN - PPC,2,SHARED,1000,
MILAN,07/21/2023,EN - PPC,2,SHARED,1000,
MILAN,07/22/2023,EN - PPC,3,SHARED,1500,
MILAN,07/22/2023,EN - PPC,5,SHARED,2500,
MILAN,07/22/2023,PPC - EN,7,PRIVATE,5000,
MILAN,07/22/2023,PPC - EN,11,PRIVATE,5000,
MILAN,07/22/2023,PPC - EN,2,SHARED,1000,
MILAN,07/23/2023,PPC - EN,6,SHARED,3000,
MILAN,07/23/2023,PPC - EN,5,SHARED,2500,
MILAN,07/23/2023,EN - PPC,4,SHARED,2000,
MILAN,07/23/2023,EN - PPC,1,SHARED,500,
MILAN,07/23/2023,PPC - EN,7,SHARED,3000,
MILAN,07/24/2023,PPC - EN,2,SHARED,1000,
MILAN,07/24/2023,PPC - EN,2,SHARED,1000,
MILAN,07/24/2023,EN - PPC,10,PRIVATE,5000,
MILAN,07/24/2023,EN - PPC,4,SHARED,2000,
MILAN,07/24/2023,EN - PPC,1,SHARED,500,
MILAN,07/24/2023,PPC - EN,10,PRIVATE,5000,
MILAN,07/25/2023,PPC - EN,4,SHARED,2000,
MILAN,07/25/2023,PPC - EN,7,SHARED,3500,
MILAN,07/25/2023,EN - PPC,2,SHARED,1000,
MILAN,07/25/2023,PPC - EN,5,SHARED,2500,
MILAN,07/26/2023,PPC - EN,3,SHARED,1500,
MILAN,07/26/2023,EN - PPC,11,PRIVATE,5000,
MILAN,07/26/2023,EN - PPC,6,SHARED,3000,
MILAN,07/26/2023,EN - PPC,5,SHARED,2500,
MILAN,07/26/2023,EN - PPC,2,SHARED,1000,
MILAN,07/27/2023,EN - PPC,7,SHARED,3500,
MILAN,07/27/2023,PPC - EN,2,SHARED,1000,
MILAN,07/27/2023,PPC - EN,2,SHARED,1000,
MILAN,07/27/2023,PICK UP AIRPORT,2,PRIVATE,1000,
MILAN,07/27/2023,EN - PPC,10,PRIVATE,5000,
MILAN,07/27/2023,EN - PPC,7,SHARED,3000,
MILAN,07/28/2023,EN - PPC,7,SHARED,3500,
MILAN,07/28/2023,EN - PPC,2,SHARED,1000,
MILAN,07/28/2023,EN - PPC,4,SHARED,2000,
WE GO,07/28/2023,PPC - EN,3,SHARED,1500,
MILAN,07/28/2023,PPC - EN,6,SHARED,3000,
MILAN,07/28/2023,PPC - EN,3,SHARED,1500,
MILAN,07/28/2023,PPC - EN,7,SHARED,3500,
MILAN,07/28/2023,PPC - EN,6,SHARED,3000,
MILAN,07/28/2023,EN - PPC,2,SHARED,1000,
MILAN,07/29/2023,EN - PPC,5,SHARED,2500,
MILAN,07/29/2023,EN - PPC,3,SHARED,1500,
MILAN,07/29/2023,PPC - EN,2,SHARED,1000,
MILAN,07/29/2023,PPC - EN,5,SHARED,2500,
MILAN,07/30/2023,PPC - EN,4,SHARED,2000,
MILAN,07/30/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
MILAN,07/30/2023,EN - PPC,11,PRIVATE,5000,
MILAN,07/30/2023,EN - PPC,2,SHARED,1000,
MILAN,07/30/2023,PPC - EN,6,PRIVATE,5000,
MILAN,07/30/2023,PPC - EN,2,SHARED,1000,
MILAN,07/30/2023,PPC - EN,3,SHARED,1500,
MILAN,07/30/2023,EN - PPC,6,SHARED,3000,
MILAN,07/30/2023,EN - PPC,7,SHARED,3500,
WE GO,07/30/2023,EN - PPC,3,SHARED,1500,
MILAN,07/30/2023,PPC - EN,2,SHARED,1000,
MILAN,07/30/2023,EN - PPC,6,SHARED,3000,
MILAN,07/31/2023,EN - PPC,3,SHARED,1500,
MILAN,07/31/2023,PPC - EN,2,SHARED,1000,
MILAN,07/31/2023,PPC - EN,2,SHARED,1000,
MILAN,07/31/2023,EN - PPC,5,SHARED,2500,
MILAN,07/31/2023,EN - PPC,4,SHARED,2000,
MILAN,07/31/2023,EN - PPC,2,SHARED,1000,
MILAN,07/31/2023,EN - PPC,6,PRIVATE,5000,
MILAN,07/31/2023,EN - PPC,3,SHARED,1500,
MILAN,08/13/2023,PPC - EN,4,SHARED,2000,
MILAN,08/13/2023,EN - PPC,2,SHARED,1000,
MILAN,08/13/2023,EN - PPC,2,SHARED,1000,
MILAN,08/13/2023,EN - PPC,2,SHARED,1000,
MILAN,08/13/2023,PPC - EN,4,SHARED,2000,
MILAN,08/13/2023,PPC - EN,2,SHARED,1000,
MILAN,08/13/2023,PPC - EN,2,SHARED,1000,
MILAN,08/14/2023,PPC - EN,2,SHARED,1000,
MILAN,08/14/2023,PPC - EN,4,SHARED,2000,
MILAN,08/14/2023,PPC - EN,3,SHARED,1500,
MILAN,08/14/2023,EN - PPC,4,SHARED,2000,
MILAN,08/14/2023,PPC - EN,2,SHARED,1000,
MILAN,08/14/2023,PPC - EN,2,SHARED,1000,
MILAN,08/15/2023,PPC - EN,1,SHARED,500,
MILAN,08/15/2023,EN - PPC,4,SHARED,2000,
MILAN,08/15/2023,EN - PPC,2,SHARED,1000,
MILAN,08/15/2023,PPC - EN,2,SHARED,1000,
MILAN,08/16/2023,EN - PPC,4,SHARED,2000,
MILAN,08/16/2023,EN - PPC,2,SHARED,1000,
MILAN,08/16/2023,EN - PPC,3,SHARED,1500,
MILAN,08/16/2023,EN - PPC,2,SHARED,1000,
MILAN,08/16/2023,PPC - EN,2,SHARED,1000,
MILAN,08/16/2023,PPC - EN,10,PRIVATE,5000,
MILAN,08/16/2023,PPC - EN,2,SHARED,1000,
MILAN,08/17/2023,EN - PPC,2,SHARED,1000,
MILAN,08/17/2023,EN - PPC,1,SHARED,500,
MILAN,08/17/2023,PPC - EN,5,SHARED,2500,
MILAN,08/17/2023,EN - PPC,3,SHARED,1500,
MILAN,08/17/2023,PPC - EN,7,SHARED,3000,
MILAN,08/17/2023,PPC - EN,4,SHARED,2000,
MILAN,08/17/2023,PPC - EN,2,SHARED,1000,
MILAN,08/18/2023,PPC - EN,13,PRIVATE,6000,
MILAN,08/19/2023,PPC - EN,2,SHARED,1000,
MILAN,08/19/2023,PPC - EN,2,SHARED,1000,
MILAN,08/19/2023,PPC - EN,6,SHARED,3000,
MILAN,08/19/2023,EN - PPC,2,SHARED,1000,
MILAN,08/19/2023,EN - PPC,6,SHARED,3000,
MILAN,08/19/2023,PPC - EN,7,SHARED,3500,
MILAN,08/19/2023,PPC - EN,4,SHARED,2000,
MILAN,08/19/2023,PPC - EN,2,SHARED,1000,
MILAN,08/20/2023,PPC - EN,4,SHARED,2000,
MILAN,08/20/2023,EN - PPC,2,SHARED,1000,
MILAN,08/20/2023,EN - PPC,4,SHARED,2000,
MILAN,08/20/2023,PPC - EN,2,SHARED,1000,
MILAN,08/20/2023,PPC - EN,2,SHARED,1000,
MILAN,08/20/2023,PPC - EN,2,SHARED,1000,
MILAN,08/21/2023,PPC - EN,6,SHARED,3000,
MILAN,08/21/2023,EN - PPC,13,PRIVATE,6000,
MILAN,08/21/2023,EN - PPC,2,SHARED,1000,
MILAN,08/21/2023,EN - PPC,2,SHARED,1000,
MILAN,08/21/2023,EN - PPC,6,SHARED,3000,
MILAN,08/22/2023,PPC - EN,2,SHARED,1000,
MILAN,08/22/2023,PPC - EN,3,SHARED,1500,
MILAN,08/22/2023,PPC - EN,6,SHARED,3000,
MILAN,08/22/2023,EN - PPC,7,SHARED,3000,
MILAN,08/23/2023,EN - PPC,7,SHARED,3500,
MILAN,08/23/2023,EN - PPC,4,SHARED,2000,
MILAN,08/23/2023,EN - PPC,4,SHARED,2000,
MILAN,08/23/2023,EN - PPC,2,SHARED,1000,
MILAN,08/23/2023,PICK UP AIRPORT,2,PRIVATE,1000,
MILAN,08/24/2023,PPC - EN,2,SHARED,1000,
MILAN,08/24/2023,PPC - EN,4,SHARED,2000,
MILAN,08/25/2023,EN - PPC,2,SHARED,1000,
MILAN,08/25/2023,EN - PPC,2,SHARED,1000,
MILAN,08/25/2023,EN - PPC,2,SHARED,1000,
MILAN,08/25/2023,EN - PPC,6,SHARED,3000,
MILAN,08/26/2023,PPC - EN,3,SHARED,1500,
MILAN,08/26/2023,PPC - EN,6,SHARED,3000,
MILAN,08/26/2023,EN - PPC,3,SHARED,1500,
MILAN,08/26/2023,DROP OFF AIRPORT,4,PRIVATE,1000,
MILAN,08/27/2023,PPC - EN,2,SHARED,1000,
MILAN,08/27/2023,PPC - EN,1,SHARED,500,
MILAN,08/27/2023,EN - PPC,6,SHARED,3000,
MILAN,08/28/2023,EN - PPC,4,SHARED,2000,
MILAN,08/28/2023,EN - PPC,2,SHARED,1000,
MILAN,08/28/2023,PPC - EN,2,SHARED,1000,
MILAN,08/28/2023,PPC - EN,3,SHARED,1500,
MILAN,08/28/2023,EN - PPC,3,SHARED,1500,
MILAN,08/29/2023,EN - PPC,2,SHARED,1000,
MILAN,08/29/2023,EN - PPC,2,SHARED,1000,
MILAN,08/29/2023,PPC - EN,4,SHARED,2000,
MILAN,08/29/2023,PPC - EN,3,SHARED,1500,
MILAN,08/29/2023,EN - PPC,1,SHARED,500,
MILAN,08/30/2023,EN - PPC,2,SHARED,1000,
MILAN,08/31/2023,EN - PPC,3,SHARED,1500,
MILAN,08/31/2023,PPC - EN,7,PRIVATE,5000,
MILAN,08/31/2023,PPC - EN,2,SHARED,1000,
MILAN,08/31/2023,EN - PPC,3,SHARED,1500,
MILAN,09/13/2023,EN - PPC,4,SHARED,2000,
MILAN,09/13/2023,PPC - EN,2,SHARED,1000,
MILAN,09/14/2023,PPC - EN,5,SHARED,2500,
MILAN,09/14/2023,EN - PPC,2,SHARED,1000,
MILAN,09/14/2023,PPC - EN,6,SHARED,3000,
MILAN,09/15/2023,PPC - EN,8,SHARED,4000,
MILAN,09/15/2023,PPC - EN,2,SHARED,1000,
MILAN,09/15/2023,PPC - EN,2,SHARED,1000,
MILAN,09/15/2023,PPC - EN,6,SHARED,3000,
MILAN,09/15/2023,EN - PPC,2,SHARED,1000,
MILAN,09/15/2023,DROP OFF AIRPORT,3,PRIVATE,1000,
MILAN,09/16/2023,PPC - EN,7,SHARED,3500,
MILAN,09/16/2023,PPC - EN,3,SHARED,1500,
MILAN,09/16/2023,EN - PPC,1,SHARED,500,
MILAN,09/17/2023,PPC - EN ,20,PRIVATE,10000,
MILAN,09/17/2023,EN - PPC,5,SHARED,2500,
HIDDEN GARDEN,09/17/2023,PPC - EN,2,SHARED,1000,
MILAN,09/18/2023,PPC - EN,1,SHARED,500,
MILAN,09/18/2023,EN - PPC,6,SHARED,3000,
MILAN,09/18/2023,EN - PPC,6,SHARED,3000,
MILAN,09/18/2023,EN - PPC,8,SHARED,4000,
MILAN,09/18/2023,EN - PPC,2,SHARED,1000,
MILAN,09/18/2023,PPC - EN,2,SHARED,1000,
MILAN,09/18/2023,EN - PPC,3,SHARED,1500,
MILAN,09/18/2023,EN - PPC,2,SHARED,1000,
MILAN,09/19/2023,EN - PPC,20,PRIVATE,10000,
MILAN,09/19/2023,EN - PPC,1,SHARED,500,
MILAN,09/19/2023,EN - PPC,7,SHARED,3500,
MILAN,09/19/2023,PICK UP AIRPORT,2,SHARED,500,
MILAN,09/19/2023,PPC - EN,8,SHARED,4000,
MILAN,09/20/2023,PPC - EN,4,SHARED,2000,
MILAN,09/20/2023,PPC - EN,4,SHARED,2000,
HIDDEN GARDEN,09/20/2023,EN - PPC,2,SHARED,1000,
MILAN,09/20/2023,EN - PPC,2,SHARED,1000,
MILAN,09/21/2023,SAN VICENTE - EN,4,PRIVATE,5000,
MILAN,09/21/2023,PPC - EN,7,PRIVATE,5000,
MILAN,09/21/2023,DROP OFF AIRPORT,2,SHARED,1000,
MILAN,09/21/2023,EN - PPC,4,SHARED,2000,
MILAN,09/21/2023,EN - PPC,4,SHARED,2000,
WE GO,09/21/2023,PPC - EN,2,SHARED,1000,
MILAN,09/22/2023,PPC - EN,2,SHARED,1000,
MILAN,09/22/2023,PPC - EN,4,SHARED,2000,
MILAN,09/22/2023,PPC - EN,6,SHARED,3000,
MILAN,09/22/2023,EN - PPC,8,SHARED,3500,
MILAN,09/23/2023,PPC - EN,18,SHARED,9000,
MILAN,09/24/2023,PPC - EN,2,SHARED,1000,
MILAN,09/24/2023,PPC - EN,3,SHARED,1500,
MILAN,09/24/2023,EN - PPC,7,SHARED,3500,
MILAN,09/24/2023,EN - SAN VICENTE,4,SHARED,2400,
MILAN,09/25/2023,EN - PPC,2,SHARED,1000,
MILAN,09/25/2023,EN - PPC,3,SHARED,1500,
WE GO,09/25/2023,EN - PPC,2,SHARED,1000,
MILAN,09/26/2023,PPC - EN,5,PRIVATE,5000,
MILAN,09/26/2023,EN - PPC ,6,SHARED,3000,
MILAN,09/27/2023,EN - PPC ,2,SHARED,1000,
MILAN,09/27/2023,EN - PPC ,4,SHARED,2000,
MILAN,09/27/2023,EN - PPC ,18,SHARED,9000,
MILAN,09/27/2023,PPC - EN,6,SHARED,3000,
MILAN,09/28/2023,PPC - EN,3,SHARED,1500,
MILAN,09/29/2023,EN - PPC,5,SHARED,2500,
MILAN,09/29/2023,PPC - EN,2,SHARED,1000,
MILAN,09/29/2023,EN - PPC ,3,SHARED,1500,
BAYVIEW,09/29/2023,EN - PPC,6,PRIVATE,5000,
BAYVIEW,09/30/2023,EN - PPC,6,PRIVATE,5000,
BAYVIEW,09/30/2023,PICK UP AIRPORT,1,PRIVATE,300,
BAYVIEW,09/30/2023,JETTY LOUNGE,2,PRIVATE,1000,
BAYVIEW,10/14/2023,PPC - EN,4,SHARED,2000,
BAYVIEW,10/14/2023,DROP OFF AIRPORT,1,PRIVATE,1000,
BAYVIEW,10/14/2023,PPC - EN,2,SHARED,1000,
BAYVIEW,10/14/2023,EN - PPC,4,SHARED,2000,
WE GO,10/14/2023,PPC - EN,7,PRIVATE,5000,
WE GO,10/14/2023,PPC - EN,7,PRIVATE,5000,
BAYVIEW,10/14/2023,PPC - EN,2,SHARED,1000,
BAYVIEW,10/15/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
BAYVIEW,10/15/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
BAYVIEW,10/15/2023,EN - PPC,2,SHARED,1000,
BAYVIEW,10/16/2023,EN - PPC,1,SHARED,500,
BAYVIEW,10/16/2023,EN - PPC,2,SHARED,1000,
BAYVIEW,10/17/2023,PPC - EN,2,SHARED,1000,
BAYVIEW,10/17/2023,EN - PPC,2,SHARED,1000,
WE GO,10/17/2023,EN - PPC,7,PRIVATE,5000,
WE GO,10/17/2023,EN - PPC,7,PRIVATE,5000,
BAYVIEW,10/17/2023,PPC - EN ,14,SHARED,7000,
BAYVIEW,10/17/2023,PICK UP AIRPORT,16,PRIVATE,1000,
BAYVIEW,10/18/2023,EN - PPC,2,SHARED,1000,
BAYVIEW,10/18/2023,PICK UP AIRPORT,2,PRIVATE,1000,
BAYVIEW,10/18/2023,DROP OFF AIRPORT,14,PRIVATE,1000,
BAYVIEW,10/19/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
BAYVIEW,10/19/2023,INLAND TOUR,14,PRIVATE,3500,
BAYVIEW,10/19/2023,PPC - EN,14,PRIVATE,7500,
BAYVIEW,10/19/2023,PICK UP AIRPORT,2,PRIVATE,1000,
BAYVIEW,10/20/2023,EN - PPC,2,SHARED,1000,
BAYVIEW,10/20/2023,PPC - EN,3,PRIVATE,5000,
BAYVIEW,10/20/2023,PPC - EN,9,SHARED,4000,
BAYVIEW,10/21/2023,EN - PPC,2,SHARED,1000,
BAYVIEW,10/21/2023,EN - PPC,3,SHARED,1500,
BAYVIEW,10/22/2023,EN - PPC,8,SHARED,3150,
EVA,10/22/2023,PPC - EN,2,SHARED,900,
BAYVIEW,10/22/2023,EN - PPC,2,SHARED,1000,
BAYVIEW,10/22/2023,PICK UP AIRPORT,2,PRIVATE,1000,
EVA,10/22/2023,EN - PPC,2,SHARED,900,
BAYVIEW,10/23/2023,PPC - EN,2,SHARED,1000,
BAYVIEW,10/23/2023,EN - PPC,8,SHARED,4000,
BAYVIEW,10/23/2023,PICK UP AIRPORT,4,PRIVATE,1000,
BAYVIEW,10/23/2023,EN - PPC,2,SHARED,1000,
BAYVIEW,10/23/2023,PICK UP AIRPORT,2,PRIVATE,1000,
BAYVIEW,10/24/2023,PICK UP AIRPORT,8,PRIVATE,2000,
BAYVIEW,10/24/2023,EN - PPC,2,PRIVATE,5000,
BAYVIEW,10/24/2023,EN - PPC,2,SHARED,1000,
EVA,10/24/2023,PPC - EN,1,SHARED,500,
BAYVIEW,10/24/2023,PPC - EN,2,SHARED,1000,
BAYVIEW,10/25/2023,EN - PPC,1,SHARED,500,
BAYVIEW,10/25/2023,PPC - EN,3,SHARED,1500,
BAYVIEW,10/26/2023,PPC - EN,7,SHARED,3500,
BAYVIEW,10/26/2023,EN - PPC,2,SHARED,1000,
BAYVIEW,10/26/2023,DROP OFF AIRPORT,8,PRIVATE,1000,
BAYVIEW,10/26/2023,DROP OFF AIRPORT,1,PRIVATE,1000,
BAYVIEW,10/26/2023,PICK UP AIRPORT,10,PRIVATE,1400,
BAYVIEW,10/26/2023,DROP OFF AIRPORT,2,PRIVATE,1000,
BAYVIEW,10/28/2023,EN - PPC,4,PRIVATE,5000,
BAYVIEW,10/28/2023,EN - PPC,7,SHARED,3500,
BAYVIEW,10/29/2023,EN - PPC,1,PRIVATE,5000,
BAYVIEW,10/31/2023,DROP OFF AIRPORT,4,PRIVATE,1000,
BAYVIEW,10/31/2023,PICK UP AIRPORT,1,PRIVATE,1000,
BAYVIEW,11/13/2023,PPC - EN,12,SHARED,6000,
BAYVIEW,11/14/2023,EN - PPC,3,SHARED,1500,
BAYVIEW,11/15/2023,PPC - EN,16,PRIVATE,5000,
BAYVIEW,11/16/2023,PPC - EN,2,PRIVATE,5000,
BAYVIEW,11/17/2023,PPC - EN,8,PRIVATE,5000,
BAYVIEW,11/18/2023,EN - PPC,12,PRIVATE,6000,
BAYVIEW,11/20/2023,TRANSFER,8,PRIVATE,600,
BAYVIEW,11/20/2023,PPC - EN,7,SHARED,3500,
VELLAGO,11/21/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,11/21/2023,DROP OFF AIRPORT,2,SHARED,1000,
VELLAGO,11/22/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,11/22/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,11/22/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,11/22/2023,DROP OFF AIRPORT,1,SHARED,1000,
VELLAGO,11/22/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,11/23/2023,DROP OFF AIRPORT,1,SHARED,1000,
VELLAGO,11/24/2023,DROP OFF AIRPORT,2,SHARED,1000,
VELLAGO,11/24/2023,DROP OFF AIRPORT,2,SHARED,1000,
VELLAGO,11/25/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,11/25/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,11/25/2023,DROP OFF AIRPORT,2,SHARED,1000,
VELLAGO,11/25/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,11/25/2023,DROP OFF AIRPORT,2,SHARED,1000,
VELLAGO,11/27/2023,DROP OFF AIRPORT,1,SHARED,1000,
VELLAGO,11/27/2023,DROP OFF AIRPORT,2,SHARED,1000,
VELLAGO,11/28/2023,PPC - EN,2,PRIVATE,5000,
VELLAGO,11/28/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,11/28/2023,DROP OFF AIRPORT,2,SHARED,1000,
VELLAGO,11/29/2023,DROP OFF AIRPORT,2,SHARED,1000,
VELLAGO,12/13/2023,DROP OFF AIRPORT,2,SHARED,1000,
VELLAGO,12/13/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,12/15/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,12/15/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,12/15/2023,EN - PPC,2,PRIVATE,5000,
VELLAGO,12/15/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,12/15/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,12/16/2023,EN - PPC,2,SHARED,1000,
VELLAGO,12/16/2023,DROP-ITI,2,SHARED,1000,
VELLAGO,12/17/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,12/18/2023,EN - PPC,2,SHARED,1000,
VELLAGO,12/19/2023,DROP-ITI,2,SHARED,1000,
VELLAGO,12/19/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,12/20/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,12/20/2023,DROP-ITI,2,SHARED,1000,
VELLAGO,12/21/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,12/21/2023,DROP-ITI,2,SHARED,1000,
VELLAGO,12/21/2023,DROP-ITI,1,SHARED,1000,
VELLAGO,12/21/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,12/22/2023,DROP-ITI,2,SHARED,1000,
VELLAGO,12/22/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,12/23/2023,DROP-ITI,2,SHARED,1000,
VELLAGO,12/24/2023,DROP-LIO STATE,2,SHARED,1000,
VELLAGO,12/24/2023,DROP OFF AIRPORT,2,SHARED,1000,
VELLAGO,12/24/2023,DROP OFF AIRPORT,2,SHARED,1000,
VELLAGO,12/24/2023,DROP OFF AIRPORT,2,SHARED,1000,
VELLAGO,12/24/2023,DROP OFF AIRPORT,2,SHARED,1000,
VELLAGO,12/24/2023,DROP OFF AIRPORT,2,SHARED,1000,
VELLAGO,12/25/2023,PPC - EN,4,PRIVATE,5000,
VELLAGO,12/25/2023,PICK UP AIRPORT,1,SHARED,1000,
VELLAGO,12/26/2023, DROPITI,3,SHARED,1000,
VELLAGO,12/26/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,12/26/2023,DROP OFF AIRPORT,4,SHARED,1000,
VELLAGO,12/27/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,12/27/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,12/28/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,12/29/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,12/30/2023,DROP OFF AIRPORT,2,SHARED,1000,
VELLAGO,12/30/2023,DROP PORT,2,SHARED,1000,
VELLAGO,12/30/2023,PICK UP AIRPORT,2,SHARED,1000,
VELLAGO,12/31/2023,PICK UP AIRPORT,2,SHARED,1000,
